ID_Transaccion,Fecha,Cliente_ID,Producto,Categoria,Precio_Unitario,Cantidad,Descuento_%,Costo_Envio,Region
T2024-01053,2024-09-10,C0009,Disco SSD 2 TB,Almacenamiento,161.24,3.0,0.0,0.0,Cataluna
T2024-03231,2024-11-13,C0282,Teclado mecanico,Perifericos,79.87,1.0,0.0,5.62,Pais Vasco
T2024-03410,2024-03-29,C0042,Barra de sonido,Audio,205.45,3.0,30.0,0.0,Comunitat Valenciana
T2024-00143,2024-08-04,C0235,Tarjeta microSD 256 GB,Almacenamiento,31.79,1.0,25.0,9.22,Canarias
T2024-01935,2024-10-01,C0009,Raton ergonomico,Perifericos,41.64,3.0,25.0,0.0,Madrid
T2024-00737,2024-09-23,C0131,Pulsera de actividad,Vestible,55.88,1.0,0.0,4.23,Comunitat Valenciana
T2024-D0021,2024-08-27,C0193,Raton ergonomico,Perifericos,46.76,4.0,5.0,0.0,Comunitat Valenciana
T2024-03157,2024-11-29,C0818,Raton ergonomico,Perifericos,44.86,1.0,0.0,4.73,Cataluna
T2024-03290,2024-12-15,C0182,Auriculares inalambricos,Audio,130.73,3.0,10.0,0.0,Cataluna
T2024-01200,2024-01-11,C0363,Disco SSD 1 TB,Almacenamiento,97.87,2.0,0.0,0.0,Galicia
T2024-03220,2024-07-29,C0596,Portatil 16 pulgadas,Informatica,1562.94,1.0,15.0,0.0,Cataluna
T2024-00513,2024-11-13,C0006,Disco SSD 1 TB,Almacenamiento,96.33,1.0,10.0,3.7,Andalucia
T2024-00776,2024-11-12,C0666,Portatil 14 pulgadas,Informatica,890.46,3.0,25.0,0.0,Comunitat Valenciana
T2024-00241,2024-11-08,C0011,Teclado mecanico,Perifericos,93.83,4.0,0.0,0.0,Cataluna
T2024-00840,2024-08-24,C0282,Tarjeta microSD 256 GB,Almacenamiento,34.01,1.0,0.0,6.07,Galicia
T2024-02283,2024-05-04,C0887,Pulsera de actividad,Vestible,56.23,2.0,0.0,0.0,Cataluna
T2024-04734,2024-11-30,C0035,Camara web 1080p,Perifericos,69.59,1.0,0.0,4.46,Galicia
T2024-02976,2024-11-30,C0362,Auriculares con cable,Perifericos,27.02,5.0,0.0,8.71,Canarias
T2024-01124,2024-02-04,C0171,Camara web 1080p,perifericos,65.36,5.0,10.0,0.0,Cataluna
T2024-01093,2024-12-25,C0008,Altavoz bluetooth,Audio,83.29,3.0,30.0,0.0,Andalucia
T2024-00703,2024-11-27,C0018,Reloj inteligente,Vestible,183.76,2.0,30.0,0.0,Cataluna
T2024-00521,2024-08-28,C0293,Auriculares con cable,Perifericos,30.56,1.0,25.0,4.14,Galicia
T2024-03182,2024-04-16,C0004,Auriculares con cable,Perifericos,31.91,1.0,25.0,6.12,Andalucia
T2024-01824,2024-04-08,C0148,Portatil 16 pulgadas,Informatica,1493.91,,5.0,0.0,Madrid
T2024-00805,2024-12-10,C0052,Raton ergonomico,Perifericos,43.69,1.0,0.0,5.31,Pais Vasco
T2024-04234,2024-03-01,C0002,Disco SSD 2 TB,Almacenamiento,167.7,2.0,15.0,0.0,Cataluna
T2024-00480,2024-07-25,C0002,Camara web 1080p,Perifericos,72.99,1.0,0.0,14.9,Canarias
T2024-01203,2024-12-21,C0084,Auriculares inalambricos,Audio,121.19,1.0,0.0,0.0,Andalucia
T2024-03016,2024-07-10,C0204,Auriculares con cable,Perifericos,30.64,2.0,0.0,3.36,Andalucia
T2024-04621,2024-12-02,C0009,Tablet 10 pulgadas,Telefonia,300.13,2.0,0.0,0.0,Cataluna
T2024-01897,2024-10-21,C0181,Disco SSD 1 TB,Almacenamiento,104.87,1.0,0.0,0.0,Andalucia
T2024-04095,2024-01-16,C0542,Teclado mecanico,Perifericos,84.24,1.0,0.0,4.69,Comunitat Valenciana
T2024-02548,2024-07-25,C0211,Disco SSD 2 TB,Almacenamiento,172.77,1.0,0.0,0.0,Comunitat Valenciana
T2024-02595,2024-05-14,C0469,Camara web 1080p,Perifericos,67.76,2.0,15.0,0.0,Cataluna
T2024-00081,2024-09-14,C0268,Pulsera de actividad,Vestible,61.92,1.0,,3.9,Comunitat Valenciana
T2024-03802,2024-12-24,C0164,Auriculares inalambricos,Audio,128.46,2.0,0.0,0.0,Andalucia
T2024-01675,2024-11-01,C1101,Tablet 10 pulgadas,Telefonia,272.12,1.0,0.0,0.0,Pais Vasco
T2024-00912,2024-03-05,C0303,Auriculares con cable,Perifericos,32.41,4.0,5.0,0.0,Comunitat Valenciana
T2024-01426,2024-02-25,C0002,Auriculares con cable,Perifericos,28.07,1.0,25.0,3.42,Comunitat Valenciana
T2024-00412,2024-04-09,C0114,Movil gama alta,Telefonia,1055.33,2.0,0.0,0.0,Andalucia
T2024-00144,2024-12-12,C0023,Reloj inteligente,Vestible,193.25,5.0,25.0,0.0,
T2024-04006,2024-12-28,C0292,Auriculares con cable,Perifericos,26.91,3.0,20.0,5.79,Madrid
T2024-00960,2024-10-20,C0617,Movil gama media,Telefonia,341.75,3.0,30.0,0.0,Comunitat Valenciana
T2024-04981,2024-06-06,C0476,Barra de sonido,Audio,189.44,3.0,10.0,0.0,Comunitat Valenciana
T2024-00502,2024-12-19,C0050,Auriculares con cable,Perifericos,32.18,5.0,0.0,0.0,Comunitat Valenciana
T2024-03162,2024-08-30,C0006,Camara web 1080p,Perifericos,75.32,5.0,5.0,0.0,Comunitat Valenciana
T2024-01401,2024-11-15,C0029,Teclado mecanico,Perifericos,80.07,4.0,5.0,0.0,Madrid
T2024-01999,2024-01-15,C0596,Raton ergonomico,Perifericos,43.99,1.0,0.0,6.43,Pais Vasco
T2024-02235,2024-11-14,C0069,Disco SSD 1 TB,Almacenamiento,98.44,1.0,10.0,5.14,Andalucia
T2024-00352,2024-09-15,C0004,Pulsera de actividad,Vestible,60.13,1.0,15.0,4.49,Cataluna
T2024-03161,2024-09-20,C0332,Reloj inteligente,Vestible,188.43,5.0,0.0,0.0,Comunitat Valenciana
T2024-00300,2024-10-08,C0577,Movil gama media,Telefonia,380.87,1.0,0.0,0.0,Madrid
T2024-02377,2024-12-15,C0002,Auriculares con cable,Perifericos,29.99,5.0,0.0,0.0,Comunitat Valenciana
T2024-02047,2024-05-28,C0234,Reloj inteligente,Vestible,199.81,3.0,,0.0,Andalucia
T2024-00548,2024-03-17,C0777,Camara web 1080p,Perifericos,75.44,1.0,0.0,6.41,Galicia
T2024-02259,2024-12-29,C0010,Auriculares inalambricos,Audio,137.31,1.0,0.0,0.0,Andalucia
T2024-03632,2024-03-08,C0121,Teclado mecanico,Perifericos,95.09,1.0,15.0,3.93,Andalucia
T2024-02713,2024-03-04,C0080,Altavoz bluetooth,Audio,87.82,1.0,0.0,6.8,Comunitat Valenciana
T2024-04118,2024-02-24,C0032,Auriculares con cable,Perifericos,28.2,1.0,10.0,6.09,Comunitat Valenciana
T2024-01669,2024-11-28,C0001,Altavoz bluetooth,Audio,82.31,4.0,,0.0,Galicia
T2024-02772,2024-07-20,C1147,Camara web 1080p,Perifericos,69.91,1.0,0.0,6.19,Andalucia
T2024-03399,2024-03-02,C0243,Auriculares inalambricos,Audio,119.77,1.0,25.0,0.0,Madrid
T2024-04627,2024-06-13,C0570,Disco SSD 1 TB,Almacenamiento,102.17,2.0,20.0,0.0,Cataluna
T2024-01907,2024-12-01,C0387,Auriculares inalambricos, Audio ,141.37,1.0,5.0,0.0,Madrid
T2024-03715,2024-08-07,C0007,Pulsera de actividad,Vestible,67.12,2.0,0.0,0.0,Pais Vasco
T2024-03968,2024-04-30,C0192,Portatil 16 pulgadas,Informatica,1696.5,5.0,0.0,0.0,Comunitat Valenciana
T2024-02504,2024-11-18,C0083,Auriculares inalambricos,Audio,115.59,2.0,30.0,0.0,Cataluna
T2024-01449,2024-07-27,C0988,Raton ergonomico,Perifericos,43.97,5.0,0.0,0.0,Andalucia
T2024-D0014,2024-10-02,C0004,Auriculares con cable,Perifericos,26.67,1.0,0.0,3.15,Comunitat Valenciana
T2024-01567,2024-05-12,C0004,Auriculares con cable,Perifericos,30.66,3.0,0.0,4.26,Madrid
T2024-00186,2024-12-21,C0189,Tarjeta microSD 256 GB,Almacenamiento,32.27,1.0,0.0,4.99,Pais Vasco
T2024-03823,2024-07-21,C0159,Portatil 16 pulgadas,Informatica,1694.08,3.0,0.0,0.0,Cataluna
T2024-02023,2024-01-06,C0783,Barra de sonido,Audio,200.65,1.0,0.0,0.0,Comunitat Valenciana
T2024-02553,2024-02-01,C0979,Raton ergonomico,Perifericos,47.24,1.0,30.0,6.46,
T2024-02530,2024-02-07,C0427,Teclado mecanico,Perifericos,97.25,3.0,0.0,0.0,Cataluna
T2024-03537,2024-11-08,C0169,Altavoz bluetooth,Audio,80.81,2.0,0.0,0.0,Cataluna
T2024-00571,2024-05-14,C0147,Raton ergonomico,Perifericos,51.46,5.0,5.0,0.0,Andalucia
T2024-03926,2024-09-08,C0446,Teclado mecanico,Perifericos,90.25,1.0,0.0,6.32,Andalucia
T2024-00044,2024-12-11,C0197,Altavoz bluetooth,Audio,78.02,1.0,25.0,6.8,Cataluna
T2024-00037,2024-11-28,C0624,Altavoz bluetooth,Audio,72.48,2.0,35.0,0.0,Andalucia
T2024-00083,2024-07-02,C0380,Monitor 27 pulgadas,INFORMATICA,224.69,1.0,25.0,0.0,Madrid
T2024-01946,2024-05-24,C0519,Pulsera de actividad,Vestible,59.67,1.0,10.0,5.92,Madrid
T2024-03295,2024-07-02,C0103,Reloj inteligente,Vestible,162.38,2.0,0.0,0.0,Madrid
T2024-01936,2024-04-02,C0040,Auriculares con cable,Perifericos,28.94,4.0,0.0,0.0,Madrid
T2024-00443,2024-09-21,C0027,Movil gama media,Telefonía,370.69,1.0,0.0,0.0,Comunitat Valenciana
T2024-03028,2024-03-02,C1074,Tarjeta microSD 256 GB,Almacenamiento,36.57,2.0,10.0,2.97,Andalucia
T2024-02366,2024-01-26,C0096,Raton ergonomico,Perifericos,43.16,5.0,,0.0,Comunitat Valenciana
T2024-01661,2024-07-17,C0431,Altavoz bluetooth,Audio,76.32,2.0,30.0,0.0,Comunitat Valenciana
T2024-04824,2024-01-16,C0002,Movil gama media,Telefonía,349.87,1.0,0.0,0.0,Comunitat Valenciana
T2024-03183,2024-02-11,C0127,Disco SSD 1 TB,Almacenamiento,107.06,4.0,,0.0,Comunitat Valenciana
T2024-01762,2024-11-10,C0491,Tarjeta microSD 256 GB,Almacenamiento,33.67,5.0,,0.0,Madrid
T2024-03341,2024-09-19,C0004,Movil gama media,Telefonia,324.12,1.0,0.0,0.0,Comunitat Valenciana
T2024-03729,2024-11-13,C0245,Teclado mecanico,Perifericos,87.09,1.0,25.0,3.71,Cataluna
T2024-01978,2024-04-10,C0307,Movil gama alta,Telefonia,966.4,2.0,10.0,0.0,Comunitat Valenciana
T2024-01993,2024-12-01,C0002,Auriculares con cable,Perifericos,29.09,2.0,25.0,5.45,Pais Vasco
T2024-01943,2024-11-16,C0042,Auriculares con cable,Perifericos,28.69,1.0,25.0,5.33,Galicia
T2024-01493,2024-11-27,C0015,Pulsera de actividad,Vestible,63.72,5.0,10.0,0.0,Comunitat Valenciana
T2024-03578,2024-05-18,C0477,Barra de sonido,Audio,175.94,1.0,30.0,0.0,Comunitat Valenciana
T2024-01230,2024-12-04,C0008,Teclado mecanico,Perifericos,84.17,2.0,0.0,0.0,Andalucia
T2024-03601,2024-07-27,C0002,Disco SSD 1 TB,Almacenamiento,104.48,2.0,0.0,0.0,Galicia
T2024-00174,2024-12-29,C1170,Camara web 1080p,Perifericos,72.26,2.0,0.0,0.0,Madrid
T2024-04552,2024-07-13,C0179,Disco SSD 1 TB,Almacenamiento,98.7,5.0,15.0,0.0,Cataluna
T2024-03381,2024-06-17,C0066,Movil gama alta,Telefonia,1046.43,1.0,0.0,0.0,Pais Vasco
T2024-03616,2024-04-28,C0037,Reloj inteligente,Vestible,197.17,2.0,30.0,0.0,Andalucia
T2024-00964,2024-12-08,C0001,Altavoz bluetooth,Audio,78.89,5.0,25.0,0.0,Comunitat Valenciana
T2024-03804,2024-06-08,C0016,Tarjeta microSD 256 GB,Almacenamiento,33.14,2.0,0.0,14.7,Canarias
T2024-00729,2024-10-26,C0315,Monitor 27 pulgadas,INFORMATICA,240.62,1.0,10.0,0.0,Galicia
T2024-00274,2024-03-03,C0274,Raton ergonomico,Perifericos,45.74,1.0,0.0,4.45,Andalucia
T2024-01335,2024-09-04,C0001,Camara web 1080p,Perifericos,67.55,1.0,0.0,3.0,Cataluna
T2024-00452,2024-06-28,C0195,Auriculares con cable,Perifericos,28.02,1.0,0.0,5.49,Madrid
T2024-02822,2024-12-22,C0412,Barra de sonido,Audio,178.06,2.0,0.0,0.0,Comunitat Valenciana
T2024-03438,2024-07-29,C0003,Portatil 16 pulgadas,Informatica,1486.27,1.0,25.0,0.0,Andalucia
T2024-00202,2024-10-16,C0090,Barra de sonido,Audio,206.79,5.0,10.0,0.0,Madrid
T2024-02958,2024-02-20,C0818,Tarjeta microSD 256 GB,Almacenamiento,36.46,5.0,0.0,0.0,Madrid
T2024-02818,2024-07-31,C0015,Teclado mecanico,Perifericos,86.89,2.0,0.0,0.0,Cataluna
T2024-01825,2024-12-08,C0079,Raton ergonomico,Perifericos,43.93,4.0,0.0,0.0,Comunitat Valenciana
T2024-03827,2024-08-03,C0847,Camara web 1080p,Perifericos,64.02,1.0,10.0,3.68,Cataluna
T2024-02345,2024-11-28,C0132,Auriculares con cable,Perifericos,27.37,5.0,0.0,0.0,Comunitat Valenciana
T2024-00476,2024-03-20,C0025,Altavoz bluetooth,Audio,75.71,1.0,0.0,3.82,Comunitat Valenciana
T2024-02298,2024-12-01,C0048,Raton ergonomico,Perifericos,41.28,1.0,25.0,3.88,Comunitat Valenciana
T2024-00574,2024-07-02,C0188,Altavoz bluetooth,Audio,79.3,1.0,15.0,4.75,Madrid
T2024-03717,2024-03-15,C0001,Teclado mecanico,Perifericos,84.48,2.0,0.0,0.0,Cataluna
T2024-02591,2024-11-28,C1180,Auriculares con cable,Perifericos,27.26,3.0,5.0,3.47,Cataluna
T2024-00519,2024-07-25,C0224,Disco SSD 1 TB,Almacenamiento,93.92,1.0,0.0,4.23,Andalucia
T2024-01879,2024-01-15,C0035,Tablet 10 pulgadas,Telefonia,286.58,3.0,5.0,0.0,Cataluna
T2024-02228,2024-07-07,C0287,Auriculares inalambricos,Audio,120.61,1.0,30.0,0.0,Galicia
T2024-02116,2024-07-03,C0048,Movil gama alta,Telefonia,991.91,1.0,0.0,0.0,Pais Vasco
T2024-00609,2024-07-15,C0258,Tarjeta microSD 256 GB,Almacenamiento,32.88,1.0,5.0,6.35,Andalucia
T2024-04594,2024-01-17,C0001,Pulsera de actividad,Vestible,54.9,2.0,0.0,0.0,Madrid
T2024-02722,2024-11-04,C0811,Reloj inteligente,Vestible,210.73,3.0,0.0,0.0,Madrid
T2024-03985,2024-01-24,C0075,Disco SSD 1 TB,Almacenamiento,101.59,2.0,0.0,0.0,Andalucia
T2024-00031,2024-01-29,C0620,Auriculares con cable,Perifericos,28.77,2.0,0.0,4.56,Cataluna
T2024-00893,2024-09-07,C0259,Reloj inteligente,Vestible,197.42,4.0,0.0,0.0,Cataluna
T2024-02825,2024-05-06,C0005,Altavoz bluetooth,Audio,79.65,1.0,0.0,6.4,Pais Vasco
T2024-03893,2024-05-15,C0251,Tablet 10 pulgadas,Telefonia,-301.72,5.0,30.0,0.0,Pais Vasco
T2024-02634,2024-08-18,C0003,Tarjeta microSD 256 GB,Almacenamiento,32.03,4.0,0.0,0.0,Galicia
T2024-04273,2024-09-14,C0034,Pulsera de actividad,Vestible,56.67,3.0,0.0,0.0,Cataluna
T2024-01888,2024-11-15,C0003,Raton ergonomico,Perifericos,44.02,1.0,0.0,5.67,Cataluna
T2024-05000,2024-07-29,C0054,Portatil 14 pulgadas,INFORMATICA,852.62,2.0,0.0,0.0,Andalucia
T2024-03538,2024-09-20,C0465,Raton ergonomico,perifericos,45.5,3.0,0.0,0.0,Comunitat Valenciana
T2024-00299,2024-03-03,C0392,Tablet 10 pulgadas,Telefonía,284.08,1.0,0.0,0.0,Madrid
T2024-04067,2024-08-31,C0173,Altavoz bluetooth,Audio,72.42,4.0,,0.0,Cataluna
T2024-02990,2024-04-21,C0031,Disco SSD 2 TB,Almacenamiento,173.52,2.0,0.0,0.0,Comunitat Valenciana
T2024-04130,2024-12-24,C0670,Monitor 27 pulgadas,Informatica,268.06,2.0,0.0,0.0,Comunitat Valenciana
T2024-01213,2024-11-08,C0832,Monitor 27 pulgadas,Informatica,268.07,4.0,0.0,0.0,Madrid
T2024-03333,2024-11-13,C0002,Auriculares inalambricos,Audio,142.14,5.0,15.0,0.0,Comunitat Valenciana
T2024-00196,2024-12-14,C0072,Tablet 10 pulgadas,Telefonia,297.41,1.0,0.0,0.0,Galicia
T2024-00043,2024-05-20,C0194,Tarjeta microSD 256 GB,Almacenamiento,34.77,2.0,30.0,4.8,Madrid
T2024-02458,2024-04-13,C0574,Tarjeta microSD 256 GB,Almacenamiento,28.72,1.0,0.0,4.49,Andalucia
T2024-04910,2024-10-28,C0005,Auriculares con cable,Perifericos,27.84,1.0,0.0,3.97,Galicia
T2024-04077,2024-04-22,C0030,Altavoz bluetooth,Audio,92.79,2.0,0.0,0.0,Madrid
T2024-03022,2024-07-07,C0580,Teclado mecanico,perifericos,76.64,5.0,0.0,0.0,Madrid
T2024-04972,2024-01-14,C0009,Raton ergonomico,Perifericos,39.37,1.0,25.0,4.54,Andalucia
T2024-03202,2024-11-23,C1189,Auriculares con cable,Perifericos,24.83,2.0,25.0,3.07,Galicia
T2024-04437,2024-10-27,C0351,Teclado mecanico,Perifericos,86.17,1.0,0.0,4.74,Madrid
T2024-04208,2024-02-24,C0076,Disco SSD 2 TB,Almacenamiento,175.25,1.0,0.0,0.0,Madrid
T2024-04902,2024-11-17,C0022,Movil gama media,Telefonia,381.98,1.0,0.0,0.0,Andalucia
T2024-03316,2024-06-10,C0587,Tarjeta microSD 256 GB,Almacenamiento,30.57,2.0,0.0,4.94,Galicia
T2024-03379,2024-08-15,C0009,Tarjeta microSD 256 GB,Almacenamiento,37.21,1.0,,8.95,Canarias
T2024-04284,2024-12-17,C0083,Tablet 10 pulgadas,Telefonia,253.97,2.0,0.0,13.2,Canarias
T2024-01452,2024-11-02,C0492,Auriculares inalambricos,Audio,125.12,1.0,0.0,0.0,Madrid
T2024-03524,2024-05-19,C0007,Raton ergonomico,Perifericos,47.63,2.0,0.0,6.7,Andalucia
T2024-00098,2024-11-16,C1061,Altavoz bluetooth,Audio,83.88,1.0,10.0,6.76,Madrid
T2024-04846,2024-03-30,C0266,Pulsera de actividad,Vestible,58.57,1.0,0.0,6.57,Galicia
T2024-03105,2024-04-07,C0854,Tarjeta microSD 256 GB,Almacenamiento,33.45,1.0,0.0,3.75,Comunitat Valenciana
T2024-D0023,2024-02-19,C0036,Raton ergonomico,Perifericos,41.65,4.0,5.0,0.0,Andalucia
T2024-00922,2024-05-27,C0466,Camara web 1080p,Perifericos,65.45,1.0,0.0,6.48,Madrid
T2024-04561,2024-12-25,C0077,Camara web 1080p,Perifericos,70.15,2.0,10.0,0.0,Madrid
T2024-01216,2024-09-04,C0348,Raton ergonomico,Perifericos,49.57,4.0,10.0,0.0,Cataluna
T2024-04461,2024-05-19,C0046,Auriculares con cable,Perifericos,28.73,1.0,0.0,12.18,Canarias
T2024-01272,2024-10-19,C0447,Pulsera de actividad,Vestible,62.01,1.0,15.0,3.35,Cataluna
T2024-00589,2024-11-16,C0234,Barra de sonido,Audio,186.76,1.0,0.0,0.0,Cataluna
T2024-04496,2024-11-18,C0932,Teclado mecanico,Perifericos,85.1,3.0,,0.0,Galicia
T2024-04004,2024-07-14,C0042,Auriculares inalambricos,Audio,127.98,4.0,30.0,0.0,Galicia
T2024-00387,2024-02-03,C0366,Movil gama media,Telefonia,319.71,4.0,30.0,0.0,Andalucia
T2024-03815,2024-11-27,C0002,Disco SSD 1 TB,Almacenamiento,101.45,1.0,0.0,0.0,Comunitat Valenciana
T2024-01116,2024-11-16,C0413,Raton ergonomico,Perifericos,38.9,1.0,30.0,5.58,Comunitat Valenciana
T2024-02264,2024-11-16,C0001,Raton ergonomico,Perifericos,43.52,1.0,10.0,6.91,Madrid
T2024-03965,2024-12-09,C0231,Tarjeta microSD 256 GB,Almacenamiento,34.16,2.0,0.0,3.55,Andalucia
T2024-02512,2024-12-28,C0006,Movil gama media,Telefonia,341.34,5.0,0.0,0.0,Cataluna
T2024-04293,2024-09-23,C0003,Altavoz bluetooth,Audio,76.26,2.0,35.0,0.0,Comunitat Valenciana
T2024-03173,2024-01-18,C1073,Raton ergonomico,Perifericos,50.57,4.0,0.0,0.0,Cataluna
T2024-01060,2024-12-08,C0017,Auriculares inalambricos,Audio,137.51,1.0,,0.0,Andalucia
T2024-04321,2024-07-04,C0656,Movil gama alta,Telefonia,1013.38,4.0,0.0,0.0,Comunitat Valenciana
T2024-04861,2024-12-10,C0008,Tablet 10 pulgadas,Telefonia,311.35,4.0,0.0,0.0,Comunitat Valenciana
T2024-04952,2024-03-01,C0964,Camara web 1080p,Perifericos,66.36,5.0,10.0,0.0,Madrid
T2024-00003,2024-06-01,C0002,Teclado mecanico,Perifericos,100.2,3.0,0.0,0.0,Cataluna
T2024-00219,2024-07-19,C0747,Disco SSD 2 TB,Almacenamiento,158.49,2.0,25.0,0.0,Galicia
T2024-04658,2024-02-23,C0670,Portatil 14 pulgadas,Informatica,894.44,2.0,0.0,0.0,Pais Vasco
T2024-03848,2024-05-21,C0077,Movil gama media,Telefonia,356.99,2.0,10.0,0.0,Comunitat Valenciana
T2024-04000,2024-12-26,C0047,Disco SSD 1 TB,Almacenamiento,88.11,4.0,15.0,0.0,Comunitat Valenciana
T2024-00662,2024-09-14,C0001,Tarjeta microSD 256 GB,Almacenamiento,35.23,3.0,25.0,0.0,Andalucia
T2024-02521,2024-05-07,C0063,Tarjeta microSD 256 GB,Almacenamiento,35.39,3.0,10.0,0.0,Comunitat Valenciana
T2024-01215,2024-05-24,C0017,Auriculares inalambricos, Audio ,142.61,5.0,0.0,0.0,Comunitat Valenciana
T2024-01153,2024-07-07,C1173,Barra de sonido,Audio,192.33,3.0,20.0,0.0,Cataluna
T2024-02115,2024-08-22,C0159,Reloj inteligente,Vestible,182.86,5.0,0.0,0.0,Madrid
T2024-02004,2024-12-17,C0402,Auriculares con cable,Perifericos,28.08,1.0,0.0,4.37,Madrid
T2024-01938,2024-11-03,C1114,Auriculares inalambricos,Audio,123.08,2.0,10.0,0.0,Madrid
T2024-01438,2024-07-15,C0013,Raton ergonomico,Perifericos,39.96,5.0,10.0,0.0,Madrid
T2024-D0039,2024-10-17,C0027,Raton ergonomico,Perifericos,44.86,1.0,30.0,3.28,Andalucia
T2024-01487,2024-05-02,C0057,Movil gama alta,Telefonia,990.94,2.0,5.0,0.0,Galicia
T2024-04369,2024-11-22,C0077,Portatil 14 pulgadas,Informatica,897.41,3.0,0.0,0.0,Andalucia
T2024-04867,2024-10-21,C0952,Tablet 10 pulgadas,Telefonía,265.73,1.0,15.0,0.0,Madrid
T2024-02128,2024-10-16,C0535,Barra de sonido,Audio,189.81,5.0,10.0,0.0,Comunitat Valenciana
T2024-02334,2024-03-13,C0725,Monitor 27 pulgadas,Informatica,215.21,4.0,0.0,0.0,Pais Vasco
T2024-03059,2024-02-07,C0022,Disco SSD 1 TB,Almacenamiento,100.35,1.0,0.0,0.0,Comunitat Valenciana
T2024-04577,2024-12-30,C0687,Auriculares con cable,Perifericos,30.96,2.0,,5.13,Comunitat Valenciana
T2024-04274,2024-02-04,C0010,Teclado mecanico,Perifericos,102.86,1.0,0.0,0.0,Madrid
T2024-03792,2024-12-16,C0001,Reloj inteligente,Vestible,204.19,1.0,0.0,0.0,Madrid
T2024-04876,2024-12-06,C0053,Disco SSD 1 TB,Almacenamiento,89.31,1.0,10.0,3.39,Cataluna
T2024-03354,2024-12-24,C0061,Auriculares con cable,Perifericos,29.36,4.0,0.0,0.0,Comunitat Valenciana
T2024-04473,2024-09-20,C0237,Disco SSD 1 TB,Almacenamiento,106.35,2.0,30.0,0.0,Comunitat Valenciana
T2024-03158,2024-09-28,C0100,Disco SSD 2 TB,Almacenamiento,163.72,1.0,20.0,0.0,Comunitat Valenciana
T2024-01809,2024-03-02,C0956,Teclado mecanico,Perifericos,90.32,1.0,0.0,3.39,Pais Vasco
T2024-04200,2024-02-25,C0156,Pulsera de actividad,Vestible,55.66,1.0,15.0,5.25,Galicia
T2024-01087,2024-10-17,C0008,Auriculares inalambricos,Audio,136.64,2.0,25.0,0.0,Comunitat Valenciana
T2024-00164,2024-06-16,C0010,Monitor 27 pulgadas,Informatica,215.71,1.0,0.0,0.0,Comunitat Valenciana
T2024-03321,2024-10-11,C0001,Teclado mecanico,Perifericos,89.09,4.0,0.0,0.0,Cataluna
T2024-04973,2024-12-01,C0001,Auriculares inalambricos,Audio,124.61,2.0,20.0,0.0,Galicia
T2024-01182,2024-12-30,C0288,Reloj inteligente,Vestible,195.12,1.0,0.0,0.0,Andalucia
T2024-03710,2024-12-16,C0122,Pulsera de actividad,Vestible,58.39,1.0,0.0,6.05,Comunitat Valenciana
T2024-04609,2024-03-05,C0010,Monitor 27 pulgadas,Informatica,256.17,2.0,0.0,0.0,Pais Vasco
T2024-03012,2024-09-05,C0130,Reloj inteligente,Vestible,212.53,2.0,25.0,0.0,Pais Vasco
T2024-03855,2024-11-17,C0043,Movil gama alta,Telefonia,933.82,1.0,0.0,0.0,Madrid
T2024-04760,2024-02-09,C0015,Monitor 27 pulgadas,Informatica,233.38,2.0,0.0,0.0,Cataluna
T2024-01858,2024-04-16,C0008,Disco SSD 1 TB,Almacenamiento,93.57,4.0,0.0,0.0,Andalucia
T2024-04743,2024-10-12,C0232,Tarjeta microSD 256 GB,Almacenamiento,29.02,4.0,10.0,0.0,Madrid
T2024-03528,2024-12-30,C0048,Disco SSD 1 TB,Almacenamiento,101.52,5.0,0.0,0.0,Comunitat Valenciana
T2024-00739,2024-08-20,C0074,Movil gama media,Telefonia,364.43,2.0,0.0,0.0,Galicia
T2024-00328,2024-05-04,C1045,Altavoz bluetooth,Audio,81.34,4.0,0.0,0.0,Cataluna
T2024-02602,2024-11-21,C0051,Tarjeta microSD 256 GB,Almacenamiento,32.98,2.0,0.0,4.12,Madrid
T2024-03581,2024-01-13,C0627,Disco SSD 1 TB,Almacenamiento,111.39,5.0,0.0,0.0,Madrid
T2024-00077,2024-12-15,C0242,Movil gama media,Telefonia,316.77,2.0,10.0,0.0,Madrid
T2024-03719,2024-05-11,C0216,Tarjeta microSD 256 GB,Almacenamiento,35.76,4.0,0.0,0.0,Madrid
T2024-02180,2024-07-27,C1044,Tarjeta microSD 256 GB,Almacenamiento,30.65,2.0,0.0,10.56,Canarias
T2024-00359,2024-11-12,C0004,Monitor 27 pulgadas,Informatica,224.25,4.0,0.0,0.0,Pais Vasco
T2024-02774,2024-11-27,C0005,Disco SSD 1 TB,Almacenamiento,105.73,1.0,0.0,0.0,Pais Vasco
T2024-04767,2024-04-30,C0170,Portatil 14 pulgadas,Informatica,862.6,1.0,0.0,0.0,Comunitat Valenciana
T2024-00360,2024-06-13,C0655,Monitor 27 pulgadas,Informatica,253.17,2.0,10.0,0.0,Comunitat Valenciana
T2024-D0056,2024-01-31,C0140,Pulsera de actividad,Vestible,58.84,1.0,0.0,4.85,Comunitat Valenciana
T2024-04735,2024-12-09,C0034,Auriculares con cable,Perifericos,29.69,1.0,0.0,4.96,
T2024-04354,2024-12-18,C0353,Auriculares con cable,Perifericos,28.68,2.0,0.0,3.88,Andalucia
T2024-01154,2024-09-25,C1141,Portatil 14 pulgadas,Informatica,910.56,4.0,25.0,0.0,Madrid
